"School Name","BoroughCode","Geographical District","Project Description","Construction Award","Project type","Building ID","Building Address","City","Postcode","Borough","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)","Location 1"
"CURIOUS YOUNG LEARNERS PRE-K CENTER","Q","27","LSP HOT WATER HEATER","119,100","CIP","Q486","160-06 CROSS BAY BOULEVARD","Queens","10128","QUEENS","40.657176","-73.839392","410","32","4293775","4140300006","89201","QN1003","(40.657176, -73.839392)"
"P.S. 57 - MANHATTAN","M","4","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","605,000","CIP","M057","176 EAST 115 STREET","Manhattan","10128","MANHATTAN","40.797577","-73.94128","111","8","1083184","1016400139","182","MN1102","(40.797577, -73.94128)"
"P.S. 98 - QUEENS","Q","26","FY20 RESO A SUPPLEMENTAL COOLING","410,000","CIP","Q098","40-20 235 STREET","Queens","10128","QUEENS","40.769271","-73.749369","411","19","4168629","4080820285","1483","QN1103","(40.769271, -73.749369)"
"P.S. 45 - BROOKLYN","K","32","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7,899,600","CIP","K045","84 SCHAEFER STREET","Brooklyn","10128","BROOKLYN","40.686746","-73.910693","304","37","3079428","3034270011","401","BK0402","(40.686746, -73.910693)"
"P.S. 164 - BROOKLYN","K","20","EXTERIOR MASONRY / ROOFS / PARAPETS","6,974,000","CIP","K164","4211 14 AVENUE","Brooklyn","10128","BROOKLYN","40.637486","-73.985955","312","44","3135976","3056000001","232","BK1202","(40.637486, -73.985955)"
"EXCELSIOR PREP HIGH SCHOOL - Q","Q","29","COVID VENTILATION / FY21 RESO A SUPPLEMENTAL COOLING / COVID FIRE ALARM SYSTEM REPLACEMENT","7,654,000","CIP","Q420","143-10 SPRINGFIELD BOULEVARD","Queens","10128","QUEENS","40.668235","-73.756839","412","31","4280845","4130570056","330","QN1204","(40.668235, -73.756839)"
"THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND -","R","31","STEAM PIPE REPLACEMENT","753,000","CIP","R082","104 GORDON STREET","Staten Island","10128","STATEN IS","40.624263","-74.082667","501","49","5106870","5005430017","21","SI0102","(40.624263, -74.082667)"
"P.S. 162 - QUEENS","Q","26","PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL PLAYGROUND REDEVELOPMENT / FLOOD ELIMINATION","2,118,000","CIP","Q162","201-02 53 AVENUE","Queens","10128","QUEENS","40.749036","-73.777213","411","20","4159363","4074100001","140901","QN1101","(40.749036, -73.777213)"
"P.S. 197 - BROOKLYN","K","22","PERM FIX- REINFORCING SUPPORT ELEMENTS @ K197","1,340,000","CIP","K197","1599 EAST 22 STREET","Brooklyn","10128","BROOKLYN","40.612623","-73.951906","314","48","3182169","3067690018","546","BK1403","(40.612623, -73.951906)"
"P.S. 182 - BRONX","X","8","ELECTRICAL WORK FOR A/C INITIATIVE","3,881.67","CIP","X182","601 STICKBALL BOULEVARD","Bronx","10128","BRONX","40.818228","-73.856302","209","18","2021923","2035640001","16","BX0902","(40.818228, -73.856302)"
"P.S. 189 - MANHATTAN","M","6","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND","11,745,000","CIP","M189","2580 AMSTERDAM AVENUE","Manhattan","10128","MANHATTAN","40.852631","-73.927604","112","10","1076750","1021590051","277","MN1202","(40.852631, -73.927604)"
"P.S. 446 - BROOKLYN","K","23","COVID VENTILATION","4,195,000","CIP","K183","76 RIVERDALE AVENUE","Brooklyn","10128","BROOKLYN","40.660204","-73.913933","316","41","3082253","3035970011","896","BK1602","(40.660204, -73.913933)"
"I.S. 447 - BRONX","X","10","FY19 RESO A IPDVS CAMERA INSTALLATION","222,500","CIP","X079","125 EAST 181 STREET","Bronx","10128","BRONX","40.854872","-73.903458","205","14","2013849","2031700001","23704","BX0503","(40.854872, -73.903458)"
"P.S. 101 - BROOKLYN","K","21","IPDVS CAMERA INSTALLATION / RESO A IPDVS SYSTEM","370,000","CIP","K101","8696 24 AVENUE","Brooklyn","10128","BROOKLYN","40.597133","-73.991614","311","43","3427175","3068750032","302","BK1103","(40.597133, -73.991614)"
"LONG ISLAND CITY HS - Q","Q","30","CRACKED PARAPETS / FLOOD ELIMINATION / EXTERIOR MASONRY / ROOFS","21,700,000","CIP","Q452","14-30 BROADWAY","Queens","10128","QUEENS","40.765826","-73.9328","401","22","4467709","4005290002","45","QN0105","(40.765826, -73.9328)"
"MIDDLE SCHOOL FOR ART & PHILOS - K","K","18","FLOOD ELIMINATION","3,234,688","CIP","K252","1084 LENOX ROAD","Brooklyn","10128","BROOKLYN","40.658295","-73.920109","317","41","3101840","3046690037","886","BK1704","(40.658295, -73.920109)"
"P.S. 109 - BROOKLYN","K","22","LSP REPLACE LEAKING PVI DOMESTIC WATER HEATER","11,119.9","CIP","K395","1001 EAST 45 STREET","Brooklyn","10128","BROOKLYN","40.636455","-73.933582","317","45","3114526","3050220002","836","BK1702","(40.636455, -73.933582)"
"P.S. 7 - BRONX","X","10","PERM FIX- RETAINING WALL @ X007","1,162,151.86","CIP","X007","3201 KINGSBRIDGE AVENUE","Bronx","10128","BRONX","40.881066","-73.905366","208","11","2083564","2057560195","287","BX0802","(40.881066, -73.905366)"
"UNIVERSITY NEIGHBORHOOD HS - M","M","1","EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / ROOFS","13,392,000","CIP","M446","200 MONROE STREET","Manhattan","10128","MANHATTAN","40.712399","-73.984497","103","1","1003214","1002590044","202","MN0302","(40.712399, -73.984497)"
"P.S. 39 - BROOKLYN","K","15","FY24 RESO A ELECTRICAL UPGRADE","168,700","CIP","K039","417 6 AVENUE","Brooklyn","10128","BROOKLYN","40.668916","-73.983195","306","39","3021932","3010000001","153","BK0602","(40.668916, -73.983195)"
"P.S. 22 - STATEN ISLAND","R","31","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY","10,725,025","CIP","R022","1860 FOREST AVENUE","Staten Island","10128","STATEN IS","40.625369","-74.15097","501","49","5107239","5017060001","30302","SI0107","(40.625369, -74.15097)"
"P.S. 126 - MANHATTAN","M","2","ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY","26,926,890","CIP","M126","80 CATHERINE STREET","Manhattan","10128","MANHATTAN","40.710729","-73.996631","103","1","1083357","1001110160","25","MN0301","(40.710729, -73.996631)"
"I.S. 278 - BROOKLYN","K","22","ELECTRICAL WORK FOR A/C INITIATIVE","8,891.59","CIP","K278","1925 STUART STREET","Brooklyn","10128","BROOKLYN","40.60665","-73.939176","315","46","3239889","3084960100","666","BK1891","(40.60665, -73.939176)"
"I.S. 324 - MANHATTAN","M","6","WALK-IN REFRIGERATORS AND FREEZERS","747,000","CIP","M090","21 JUMEL PLACE","Manhattan","10128","MANHATTAN","40.839305","-73.936159","112","10","1076741","1021120058","249","MN1201","(40.839305, -73.936159)"
"SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION","M","4","ELECTRICAL WORK FOR A/C INITIATIVE","10,495.01","CIP","M646","321 EAST 96 STREET","Manhattan","10128","MANHATTAN","40.783638","-73.945626","111","8","1083927","1016680001","15602","MN1101","(40.783638, -73.945626)"
"P.S. 31 - BROOKLYN","K","14","FULL PROGRAM ACCESSIBILITY","15,988,000","CIP","K031","75 MESEROLE AVENUE","Brooklyn","10128","BROOKLYN","40.726587","-73.95427","301","33","3065299","3025950001","561","BK0101","(40.726587, -73.95427)"
"P.S. 130 - QUEENS","Q","26","DOMESTIC WATER HEATER REPLACEMENT / PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION","7,947,000","CIP","Q130","200-01 42 AVENUE","Queens","10128","QUEENS","40.759517","-73.784029","411","19","4137034","4062030001","1463","QN1101","(40.759517, -73.784029)"
"H.S. @ 425-447 OVINGTON AVENUE - BROOKLYN","K","78","New","107,403,000","CAP","K382","425-447 OVINGTON AVENUE","Brooklyn","11209","BROOKLYN","40.633362","-74.023073","310","47","3328827","3058730077","130","BK1001","(40.633362, -74.023073)"
"BRIGHTER CHOICE COMMUN SCHL - K","K","16","FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT","13,924,000","CIP","K304","280 HART STREET","Brooklyn","10128","BROOKLYN","40.694086","-73.940744","303","36","3049420","3017730014","281","BK0302","(40.694086, -73.940744)"
"P.S. 23 - STATEN ISLAND","R","31","FY23 RESO A GYMNASIUM UPGRADE / PATH OF TRAVEL RESO A GYMNASIUM UPGRADE","408,000","CIP","R023","30 NATICK STREET","Staten Island","10128","STATEN IS","40.571187","-74.132634","503","50","5059927","5043730001","138","SI0301","(40.571187, -74.132634)"
"P.S. 219 - BROOKLYN","K","18","BOILER REPLACEMENT","3,256,000","CIP","K860","9517 KINGS HIGHWAY","Brooklyn","10128","BROOKLYN","40.65911","-73.920368","317","41","3101218","3046500015","886","BK1704","(40.65911, -73.920368)"
"P.S. 63 - QUEENS","Q","27","RTU REPLACEMENT","1,987,000","CIP","Q063","90-15 SUTTER AVENUE","Queens","10128","QUEENS","40.67641","-73.846773","410","32","4190727","4091550025","54","QN1002","(40.67641, -73.846773)"
"I.S. 339 - BRONX","X","9","WALK-IN REFRIGERATORS AND FREEZERS","494,950","CIP","X147","1600 WEBSTER AVENUE","Bronx","10128","BRONX","40.840845","-73.904772","203","15","2009400","2028970005","167","BX0302","(40.840845, -73.904772)"
"P.S. @ 120-08 JAMAICA AVENUE - QUEENS","Q","27","Demo","3,873,707","CAP","Q578","120-08 JAMAICA AVENUE","Queens","11418","QUEENS","40.700285","-73.829537","409","29","4195981","4093300001","144","QN0902","(40.700285, -73.829537)"
"I.S. 227 - QUEENS","Q","30","FY20 RESO A SCIENCE LAB UPGRADES","2,100,000","CIP","Q227","32-02 JUNCTION BOULEVARD","Queens","10128","QUEENS","40.758408","-73.874472","403","21","4034891","4014230001","353","QN0302","(40.758408, -73.874472)"
"P.S. 225 - MANHATTAN","M","2","FY23 RESO A LOCKER ROOM UPGRADE / PATH OF TRAVEL RESO A LOCKER ROOM UPGRADE","2,470,000","CIP","M480","317 EAST 67 STREET","Manhattan","10128","MANHATTAN","40.765359","-73.960059","108","5","1083343","1014420001","118","MN0801","(40.765359, -73.960059)"
"EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K","K","19","ELECTRICAL WORK FOR A/C INITIATIVE","4,510","CIP","K072","605 SHEPHERD AVENUE","Brooklyn","10128","BROOKLYN","40.669387","-73.879614","305","42","3090219","3040690001","1164","BK0502","(40.669387, -73.879614)"
"P.S. 183 - QUEENS","Q","27","FY19 RESO A PLAYGROUND / PATH OF TRAVEL RESO A PLAYGROUND","979,000","CIP","Q183","2-45 BEACH 79 STREET","Queens","10128","QUEENS","40.589508","-73.805361","414","31","4303354","4161120001","94202","QN1402","(40.589508, -73.805361)"
"WIILIAMSBURG PREP- BROOKLYN","K","14","FIRE ALARM SYSTEM","1,888,760","CIP","K650","257 N 6 STREET","Brooklyn","10128","BROOKLYN","40.715073","-73.954754","301","34","3062135","3023300011","519","BK0102","(40.715073, -73.954754)"
"P.S. 384 - BROOKLYN","K","32","LL 26-EXIT SIGNS","80,059.32","CIP","K384","242 COOPER STREET","Brooklyn","10128","BROOKLYN","40.690353","-73.904803","304","37","3080043","3034420001","409","BK0402","(40.690353, -73.904803)"
"K721 SPED - BROOKLYN","K","15","RPZ BACKFLOW PREVENTION DEVICES","2,298,000","CIP","K231","360 36 STREET","Brooklyn","10128","BROOKLYN","40.654796","-74.005244","307","38","3337060","3006960031","84","BK0702","(40.654796, -74.005244)"
"J.H.S. 158 - QUEENS","Q","26","ELECTRICAL WORK FOR A/C INITIATIVE / LOW VOLTAGE ELECTRICAL / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","2,066,000","CIP","Q158","46-35 OCEANIA STREET","Queens","10128","QUEENS","40.756139","-73.772862","411","19","4438325","4073120001","1447","QN1102","(40.756139, -73.772862)"
"I.S. 123 - BRONX","X","8","WATER INFILTRATION / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6,864,000","CIP","X123","1025 MORRISON AVENUE","Bronx","10128","BRONX","40.825403","-73.873666","209","18","2087014","2037180001","48","BX0901","(40.825403, -73.873666)"
"LEADERS OF EXCELLENCE, ADVOCACY AND DISCOVER","X","7","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","448,000","CIP","X156","750 CONCOURSE VILLAGE WEST","Bronx","10128","BRONX","40.823174","-73.923326","204","16","2002454","2024430079","61","BX0401","(40.823174, -73.923326)"
"P.S. 354 - QUEENS","Q","28","FY24 RESO A GYMNASIUM UPGRADE / FY24 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A GYMNASIUM UPGRADE","1,310,000","CIP","Q030","126-10 BEDELL STREET","Queens","10128","QUEENS","40.68031","-73.774432","412","28","4270045","4124950065","33403","QN1204","(40.68031, -73.774432)"
"P.S. 62 - BRONX","X","8","WINDOWS / FULL PROGRAM ACCESSIBILITY","18,595,000","CIP","X062","660 FOX STREET","Bronx","10128","BRONX","40.814031","-73.900609","202","17","2005089","2026830065","83","BX0202","(40.814031, -73.900609)"
"P.S. 134 - MANHATTAN","M","1","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","385,000","CIP","M134","293 EAST BROADWAY","Manhattan","10128","MANHATTAN","40.71457","-73.983724","103","1","1003736","1002880015","202","MN0302","(40.71457, -73.983724)"
"P.S. 51 - QUEENS","Q","27","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","263,000","CIP","Q051","87-45 117TH STREET","Queens","10128","QUEENS","40.699015","-73.832356","409","29","4449704","4093270026","122","QN0902","(40.699015, -73.832356)"
"P.S. 203 - QUEENS","Q","26","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6,575,000","CIP","Q203","53-11 SPRINGFIELD BOULEVARD","Queens","10128","QUEENS","40.754201","-73.760636","411","23","4161005","4074820317","138501","QN1102","(40.754201, -73.760636)"
"I.S. 61 - STATEN ISLAND","R","31","PAVED AREA- BLACKTOP / PATH OF TRAVEL PAVED AREA- BLACKTOP","644,060","CIP","R061","445 CASTLETON AVENUE","Staten Island","10128","STATEN IS","40.634009","-74.097826","501","49","5002227","5001000100","67","SI0104","(40.634009, -74.097826)"
"J.H.S. 52 - MANHATTAN","M","6","EXTERIOR MASONRY / ROOFS / WINDOWS / PARAPETS / FLOOD ELIMINATION","18,692,000","CIP","M052","650 ACADEMY STREET","Manhattan","10128","MANHATTAN","40.866053","-73.924835","112","10","1076776","1022330020","291","MN1203","(40.866053, -73.924835)"
"I.S. 118 - BRONX","X","10","OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT","3,420,000","CIP","X118","577 EAST 179 STREET","Bronx","10128","BRONX","40.848339","-73.89308","206","15","2011995","2030690001","37504","BX0602","(40.848339, -73.89308)"
"THE HERITAGE SCHOOL - MANHATTAN","M","4","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","495,000","CIP","M107","1680 LEXINGTON AVENUE","Manhattan","10128","MANHATTAN","40.791881","-73.946558","111","8","1051991","1016330013","172","MN1101","(40.791881, -73.946558)"
"P.S. 118 - QUEENS","Q","29","LSP DOMESTIC WATER HEATER REPLACEMENT","167,718.72","CIP","Q118","190-20 109 ROAD","Queens","10128","QUEENS","40.703585","-73.765838","412","27","4233850","4109260050","504","QN1205","(40.703585, -73.765838)"
"I.S. 93 - QUEENS","Q","24","FY24 RESO A ROOM CONVERSION","359,000","CIP","Q093","66-56 FOREST AVENUE","Queens","10128","QUEENS","40.706041","-73.902584","405","30","4083511","4034900001","589","QN0502","(40.706041, -73.902584)"
"P.S. 65 - BRONX","X","7","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","405,000","CIP","X065","677 EAST 141 STREET","Bronx","10128","BRONX","40.807335","-73.912731","201","8","2003834","2025710001","33","BX0101","(40.807335, -73.912731)"
"P.S. 86 - BROOKLYN","K","32","ROOFS / EXTERIOR MASONRY / FLOOD ELIMINATION","5,589,919","CIP","K086","220 IRVING AVENUE","Brooklyn","10128","BROOKLYN","40.700774","-73.91748","304","37","3075109","3032890027","431","BK0401","(40.700774, -73.91748)"
"J.H.S. 172 - QUEENS","Q","26","ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","15,188,000","CIP","Q172","81-14 257 STREET","Queens","10128","QUEENS","40.741944","-73.712965","413","23","4178464","4087310004","157902","QN1301","(40.741944, -73.712965)"
"SAINT JOHN'S DAY CARE CENTER","K","17","ACS EARLY LEARN LEASE IMPROVEMENT","2,532,588","CIP","KBOR","813 STERLING PLACE","Brooklyn","10128","BROOKLYN","40.672613","-73.95161","308","36","3031515","3012400056","31701","BK0802","(40.672613, -73.95161)"
"P.S. 151 - QUEENS","Q","30","LSP DOMESTIC WATER HEATER REPLACEMENT","136,125.92","CIP","Q151","50-05 31 AVENUE","Queens","10128","QUEENS","40.757499","-73.908898","401","26","4014094","4007520001","163","QN0104","(40.757499, -73.908898)"
"P.S. 147 - BROOKLYN","K","14","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","339,500","CIP","K147","325 BUSHWICK AVENUE","Brooklyn","10128","BROOKLYN","40.705204","-73.939407","301","34","3071418","3030910001","485","BK0104","(40.705204, -73.939407)"
"P.S. 36 - BRONX","X","8","ELECTRICAL WORK FOR A/C INITIATIVE","5,455.09","CIP","X036","1070 CASTLE HILL AVENUE","Bronx","10128","BRONX","40.829344","-73.850428","209","18","2026706","2038170001","78","BX0903","(40.829344, -73.850428)"
"I.S. 239 - BROOKLYN","K","21","EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION","27,000,000","CIP","K239","2401 NEPTUNE AVENUE","Brooklyn","10128","BROOKLYN","40.578188","-73.99203","313","47","3188221","3069650140","330","BK1302","(40.578188, -73.99203)"
"P.S. 4 - STATEN ISLAND","R","31","CHILLER COMPRESSOR REPLACEMENT","3,930,000","CIP","R004","200 NEDRA LANE","Staten Island","10128","STATEN IS","40.552975","-74.194597","503","51","5079499","5060250030","17013","SI0303","(40.552975, -74.194597)"
"J.H.S. 190 - QUEENS","Q","28","PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION","7,969,000","CIP","Q190","68-17 AUSTIN STREET","Queens","10128","QUEENS","40.722707","-73.851699","406","29","4075214","4031720002","71305","QN0602","(40.722707, -73.851699)"
"WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOK","K","16","PARAPETS / EXTERIOR MASONRY / WINDOWS / PAVED AREAS- CONCRETE","7,661,000","CIP","K057","125 STUYVESANT AVENUE","Brooklyn","10128","BROOKLYN","40.691274","-73.933697","303","36","3043822","3016160001","291","BK0302","(40.691274, -73.933697)"
"P.S. 38 - QUEENS","Q","29","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / HVAC / CLASSROOM AIR HANDLING UNITS / WINDOWS","14,293,000","CIP","Q038","135-21 241 STREET","Queens","10128","QUEENS","40.671561","-73.734043","413","31","4284236","4132220001","638","QN1307","(40.671561, -73.734043)"
"P.S. 111 - BRONX","X","11","FLOOD ELIMINATION / EXTERIOR MASONRY / ROOFS","5,950,000","CIP","X111","3740 BAYCHESTER AVENUE","Bronx","10128","BRONX","40.884343","-73.840254","212","12","2065992","2049160001","48401","BX1202","(40.884343, -73.840254)"
"GROVER CLEVELAND HS - QUEENS","Q","24","EXTERIOR MASONRY / EXTERIOR DOORS","2,979,000","CIP","Q485","21-27 HIMROD STREET","Queens","10128","QUEENS","40.711033","-73.908814","405","30","4080227","4033630001","59501","QN0502","(40.711033, -73.908814)"
"P.S. 80 - QUEENS","Q","28","FLOOD ELIMINATION / PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / PA SYSTEM REPLACEMENT","8,276,000","CIP","Q080","171-05 137 AVENUE","Queens","10128","QUEENS","40.67282","-73.769252","412","28","4270056","4124950166","33405","QN1204","(40.67282, -73.769252)"
"P.S. 18 - BROOKLYN","K","14","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","347,000","CIP","K018","101 MAUJER STREET","Brooklyn","10128","BROOKLYN","40.710609","-73.946977","301","34","3425742","3027870001","503","BK0104","(40.710609, -73.946977)"
"LIBERTY AVENUE MIDDLE SCHOOL","K","19","FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT","8,723,919","CIP","K302","350 LINWOOD STREET","Brooklyn","10128","BROOKLYN","40.677104","-73.883433","305","37","3088357","3039690001","1170","BK0501","(40.677104, -73.883433)"
"P.S. 312 - BROOKLYN","K","22","FY23 RESO A LIBRARY UPGRADE","550,072.14","CIP","K312","7103 AVENUE T","Brooklyn","10128","BROOKLYN","40.621413","-73.908987","318","46","3236665","3083930001","69602","BK1802","(40.621413, -73.908987)"
"P.S. 214 - BRONX","X","12","WALK-IN REFRIGERATORS AND FREEZERS","619,365","CIP","X167","1970 WEST FARMS ROAD","Bronx","10128","BRONX","40.839565","-73.880358","206","15","2094603","2030210038","60","BX0601","(40.839565, -73.880358)"
"P.S. 200 - QUEENS","Q","25","ROOFS / PARAPETS / EXTERIOR MASONRY","7,500,000","CIP","Q200","70-10 164 STREET","Queens","10128","QUEENS","40.731369","-73.805116","408","24","4146990","4067890001","122704","QN0802","(40.731369, -73.805116)"
"HS OF COMPUTERS & TECHNOLOGY - X","X","11","ATHLETIC FIELD / FIELD HOUSE","17,463,000","CIP","X426","774 EAST GUN HILL ROAD","Bronx","10128","BRONX","40.876341","-73.863195","212","12","2057040","2046320050","372","BX1201","(40.876341, -73.863195)"
"STATEN ISLAND TECHNICAL HS - R","R","31","REINFORCING SUPPORT ELEMENTS","1,770,000","CIP","R440","485 CLAWSON STREET","Staten Island","10128","STATEN IS","40.567873","-74.115373","502","50","5107621","5042440001","134","SI0202","(40.567873, -74.115373)"
"BAYSIDE HIGH SCHOOL - QUEENS","Q","26","FY19 RESO A ROOM CONVERSION","978,000","CIP","Q405","32-24 CORPORAL KENNEDY STREET","Queens","10128","QUEENS","40.771755","-73.780296","411","19","4134578","4060440001","1097","QN1102","(40.771755, -73.780296)"
"I.S. 162 - BROOKLYN","K","32","IPDVS CAMERA INSTALLATION","163,300","CIP","K162","1390 WILLOUGHBY AVENUE","Brooklyn","10128","BROOKLYN","40.707229","-73.919805","304","34","3073018","3032120001","445","BK0401","(40.707229, -73.919805)"
"I.S. 394 - BROOKLYN","K","17","ROOFS / EXTERIOR MASONRY / WINDOWS / FLOOD ELIMINATION / PARAPETS","17,384,000","CIP","K210","188 ROCHESTER AVENUE","Brooklyn","10128","BROOKLYN","40.672762","-73.927973","308","36","3036289","3013670022","347","BK0802","(40.672762, -73.927973)"
"P.S. 95 - BROOKLYN","K","21","EXTERIOR MASONRY / ROOFS","2,567,700","CIP","K095","345 VAN SICKLEN STREET","Brooklyn","10128","BROOKLYN","40.595698","-73.97518","315","44","3192661","3071230066","398","BK1501","(40.595698, -73.97518)"
"P.S. 19 - MANHATTAN","M","1","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6,866,000","CIP","M019","185 1 AVENUE","Manhattan","10128","MANHATTAN","40.729636","-73.983818","103","2","1006478","1004530034","4001","MN0303","(40.729636, -73.983818)"
"J.H.S. 8 - QUEENS","Q","28","DCAS ROOFS / DCAS ELECTRIFICATION/HEAT PUMP SYSTEMS / FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / DCAS FIRE ALARM / DCAS ELECTRICAL UPGRADE / DCAS LIGHTING UPGRADE","56,400,000","CIP","Q008","108-35 167 STREET","Queens","10128","QUEENS","40.69719","-73.787192","412","27","4216655","4101780001","258","QN1202","(40.69719, -73.787192)"
"GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II","X","10","HEATING PLANT UPGRADE (BOILER REPLACEMENT) / LOW VOLTAGE ELECTRICAL SYSTEM","6,480,988","CIP","X886","124 EAMES PLACE","Bronx","10128","BRONX","40.869296","-73.901525","208","14","2115783","2032480062","26701","BX0801","(40.869296, -73.901525)"
"BRONX LAB SCHOOL - BRONX","X","11","COVID VENTILATION","6,420,000","CIP","X425","800 EAST GUN HILL ROAD","Bronx","10128","BRONX","40.875953","-73.86197","212","12","2057045","2046330040","372","BX1201","(40.875953, -73.86197)"
"NEWTOWN HS - QUEENS","Q","24","ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","1,180,000","CIP","Q455","48-01 90 STREET","Queens","10128","QUEENS","40.741122","-73.874721","404","25","4045629","4018490001","461","QN0401","(40.741122, -73.874721)"
"P.S. 80 - QUEENS","Q","28","FY23 RESO A MULTIMEDIA CENTER / PATH OF TRAVEL RESO A MULTIMEDIA CENTER","540,000","CIP","Q080","171-05 137 AVENUE","Queens","10128","QUEENS","40.67282","-73.769252","412","28","4270056","4124950166","33405","QN1204","(40.67282, -73.769252)"
"P.S. 131 - BROOKLYN","K","15","IPDVS INSTALLATIONS","283,425.38","CIP","K131","4305 FORT HAMILTON PARKWAY","Brooklyn","10128","BROOKLYN","40.641157","-73.993482","312","44","3136085","3056030001","224","BK1202","(40.641157, -73.993482)"
"I.S. 328 - MANHATTAN","M","6","SCIENCE LAB UPGRADES / PATH OF TRAVEL SCIENCE LAB UPGRADE","1,480,016","CIP","M164","401 WEST 164 STREET","Manhattan","10128","MANHATTAN","40.836506","-73.93709","112","10","1062636","1021110024","24301","MN1201","(40.836506, -73.93709)"
"NEW DORP HS - STATEN ISLAND","R","31","FY20 RESO A FIELD UPGRADE","12,424,000","CIP","R436","465 NEW DORP LANE","Staten Island","10128","STATEN IS","40.569393","-74.107737","502","50","5055367","5039300010","11204","SI9592","(40.569393, -74.107737)"
"I.S. 424 - BRONX","X","8","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY","7,504,528.75","CIP","X074","730 BRYANT AVENUE","Bronx","10128","BRONX","40.815455","-73.88577","202","17","2006566","2027630279","11701","BX0201","(40.815455, -73.88577)"
"P.S. 362 - QUEENS","Q","27","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","310,000","CIP","Q215","535 BRIAR PLACE","Queens","10128","QUEENS","40.5993","-73.758206","414","31","4301194","4157720031","99801","QN1401","(40.5993, -73.758206)"
"QNS HS FOR INF. RESEARCH & TECH.-Q","Q","27","FY24 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","700,000","CIP","Q465","8-21 BAY 25 STREET","Queens","10128","QUEENS","40.60201","-73.762795","414","31","4300730","4157360001","100804","QN1401","(40.60201, -73.762795)"
"ABRAHAM LINCOLN HS - BROOKLYN","K","21","ATHLETIC FIELD BLEACHERS C OF O","385,948","CIP","K411","2800 OCEAN PARKWAY","Brooklyn","10128","BROOKLYN","40.581681","-73.967308","313","47","3196293","3072540001","354","BK1302","(40.581681, -73.967308)"
"I.S. 131 - BRONX","X","8","CHARTER MATCH SCIENCE LAB UPGRADE / PATH OF TRAVEL CHARTER MATCH SCIENCE LAB UPGRADE","595,000","CIP","X131","885 BOLTON AVENUE","Bronx","10128","BRONX","40.82346","-73.859647","209","18","2103869","2036440001","42","BX0902","(40.82346, -73.859647)"
"RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HS -","R","31","LSP VENTILATION/DUST COLLECTION SYSTEM","79,200","CIP","R600","101 BELMONT PLACE","Staten Island","10128","STATEN IS","40.642573","-74.079591","501","49","5000314","5000190004","9","SI0101","(40.642573, -74.079591)"
